# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NLJBGOEE_01529	GENE_NLJBGOEE_01529	TRANSCRIPT_NLJBGOEE_01529	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01530	GENE_NLJBGOEE_01530	TRANSCRIPT_NLJBGOEE_01530	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_01531	GENE_NLJBGOEE_01531	TRANSCRIPT_NLJBGOEE_01531	protein_coding	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01532	GENE_NLJBGOEE_01532	TRANSCRIPT_NLJBGOEE_01532	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NLJBGOEE_01533	GENE_NLJBGOEE_01533	TRANSCRIPT_NLJBGOEE_01533	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
NLJBGOEE_01534	GENE_NLJBGOEE_01534	TRANSCRIPT_NLJBGOEE_01534	protein_coding	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2
NLJBGOEE_01535	GENE_NLJBGOEE_01535	TRANSCRIPT_NLJBGOEE_01535	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01536	GENE_NLJBGOEE_01536	TRANSCRIPT_NLJBGOEE_01536	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_01537	GENE_NLJBGOEE_01537	TRANSCRIPT_NLJBGOEE_01537	protein_coding	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_01538	GENE_NLJBGOEE_01538	TRANSCRIPT_NLJBGOEE_01538	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4
NLJBGOEE_01540	GENE_NLJBGOEE_01540	TRANSCRIPT_NLJBGOEE_01540	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01541	GENE_NLJBGOEE_01541	TRANSCRIPT_NLJBGOEE_01541	protein_coding	0	0	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01542	GENE_NLJBGOEE_01542	TRANSCRIPT_NLJBGOEE_01542	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
NLJBGOEE_01544	GENE_NLJBGOEE_01544	TRANSCRIPT_NLJBGOEE_01544	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01545	GENE_NLJBGOEE_01545	TRANSCRIPT_NLJBGOEE_01545	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01546	GENE_NLJBGOEE_01546	TRANSCRIPT_NLJBGOEE_01546	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01547	GENE_NLJBGOEE_01547	TRANSCRIPT_NLJBGOEE_01547	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01548	GENE_NLJBGOEE_01548	TRANSCRIPT_NLJBGOEE_01548	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01549	GENE_NLJBGOEE_01549	TRANSCRIPT_NLJBGOEE_01549	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01550	GENE_NLJBGOEE_01550	TRANSCRIPT_NLJBGOEE_01550	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01551	GENE_NLJBGOEE_01551	TRANSCRIPT_NLJBGOEE_01551	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01552	GENE_NLJBGOEE_01552	TRANSCRIPT_NLJBGOEE_01552	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01553	GENE_NLJBGOEE_01553	TRANSCRIPT_NLJBGOEE_01553	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01554	GENE_NLJBGOEE_01554	TRANSCRIPT_NLJBGOEE_01554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01555	GENE_NLJBGOEE_01555	TRANSCRIPT_NLJBGOEE_01555	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01556	GENE_NLJBGOEE_01556	TRANSCRIPT_NLJBGOEE_01556	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01557	GENE_NLJBGOEE_01557	TRANSCRIPT_NLJBGOEE_01557	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01558	GENE_NLJBGOEE_01558	TRANSCRIPT_NLJBGOEE_01558	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NLJBGOEE_01559	GENE_NLJBGOEE_01559	TRANSCRIPT_NLJBGOEE_01559	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01560	GENE_NLJBGOEE_01560	TRANSCRIPT_NLJBGOEE_01560	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01561	GENE_NLJBGOEE_01561	TRANSCRIPT_NLJBGOEE_01561	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01562	GENE_NLJBGOEE_01562	TRANSCRIPT_NLJBGOEE_01562	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01563	GENE_NLJBGOEE_01563	TRANSCRIPT_NLJBGOEE_01563	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01569	GENE_NLJBGOEE_01569	TRANSCRIPT_NLJBGOEE_01569	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01570	GENE_NLJBGOEE_01570	TRANSCRIPT_NLJBGOEE_01570	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01571	GENE_NLJBGOEE_01571	TRANSCRIPT_NLJBGOEE_01571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01572	GENE_NLJBGOEE_01572	TRANSCRIPT_NLJBGOEE_01572	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01573	GENE_NLJBGOEE_01573	TRANSCRIPT_NLJBGOEE_01573	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01574	GENE_NLJBGOEE_01574	TRANSCRIPT_NLJBGOEE_01574	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01575	GENE_NLJBGOEE_01575	TRANSCRIPT_NLJBGOEE_01575	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01576	GENE_NLJBGOEE_01576	TRANSCRIPT_NLJBGOEE_01576	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01587	GENE_NLJBGOEE_01587	TRANSCRIPT_NLJBGOEE_01587	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01588	GENE_NLJBGOEE_01588	TRANSCRIPT_NLJBGOEE_01588	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01589	GENE_NLJBGOEE_01589	TRANSCRIPT_NLJBGOEE_01589	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01590	GENE_NLJBGOEE_01590	TRANSCRIPT_NLJBGOEE_01590	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01591	GENE_NLJBGOEE_01591	TRANSCRIPT_NLJBGOEE_01591	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01592	GENE_NLJBGOEE_01592	TRANSCRIPT_NLJBGOEE_01592	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01593	GENE_NLJBGOEE_01593	TRANSCRIPT_NLJBGOEE_01593	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01594	GENE_NLJBGOEE_01594	TRANSCRIPT_NLJBGOEE_01594	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01595	GENE_NLJBGOEE_01595	TRANSCRIPT_NLJBGOEE_01595	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01596	GENE_NLJBGOEE_01596	TRANSCRIPT_NLJBGOEE_01596	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
NLJBGOEE_01597	GENE_NLJBGOEE_01597	TRANSCRIPT_NLJBGOEE_01597	protein_coding	0	0	1	2	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01598	GENE_NLJBGOEE_01598	TRANSCRIPT_NLJBGOEE_01598	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01599	GENE_NLJBGOEE_01599	TRANSCRIPT_NLJBGOEE_01599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01600	GENE_NLJBGOEE_01600	TRANSCRIPT_NLJBGOEE_01600	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01601	GENE_NLJBGOEE_01601	TRANSCRIPT_NLJBGOEE_01601	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01602	GENE_NLJBGOEE_01602	TRANSCRIPT_NLJBGOEE_01602	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01603	GENE_NLJBGOEE_01603	TRANSCRIPT_NLJBGOEE_01603	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01620	GENE_NLJBGOEE_01620	TRANSCRIPT_NLJBGOEE_01620	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01621	GENE_NLJBGOEE_01621	TRANSCRIPT_NLJBGOEE_01621	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01622	GENE_NLJBGOEE_01622	TRANSCRIPT_NLJBGOEE_01622	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01623	GENE_NLJBGOEE_01623	TRANSCRIPT_NLJBGOEE_01623	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01624	GENE_NLJBGOEE_01624	TRANSCRIPT_NLJBGOEE_01624	protein_coding	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
NLJBGOEE_01625	GENE_NLJBGOEE_01625	TRANSCRIPT_NLJBGOEE_01625	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01626	GENE_NLJBGOEE_01626	TRANSCRIPT_NLJBGOEE_01626	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01627	GENE_NLJBGOEE_01627	TRANSCRIPT_NLJBGOEE_01627	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01628	GENE_NLJBGOEE_01628	TRANSCRIPT_NLJBGOEE_01628	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01629	GENE_NLJBGOEE_01629	TRANSCRIPT_NLJBGOEE_01629	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01630	GENE_NLJBGOEE_01630	TRANSCRIPT_NLJBGOEE_01630	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01631	GENE_NLJBGOEE_01631	TRANSCRIPT_NLJBGOEE_01631	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01632	GENE_NLJBGOEE_01632	TRANSCRIPT_NLJBGOEE_01632	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01633	GENE_NLJBGOEE_01633	TRANSCRIPT_NLJBGOEE_01633	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01634	GENE_NLJBGOEE_01634	TRANSCRIPT_NLJBGOEE_01634	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01635	GENE_NLJBGOEE_01635	TRANSCRIPT_NLJBGOEE_01635	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01636	GENE_NLJBGOEE_01636	TRANSCRIPT_NLJBGOEE_01636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01642	GENE_NLJBGOEE_01642	TRANSCRIPT_NLJBGOEE_01642	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01643	GENE_NLJBGOEE_01643	TRANSCRIPT_NLJBGOEE_01643	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01644	GENE_NLJBGOEE_01644	TRANSCRIPT_NLJBGOEE_01644	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01645	GENE_NLJBGOEE_01645	TRANSCRIPT_NLJBGOEE_01645	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01646	GENE_NLJBGOEE_01646	TRANSCRIPT_NLJBGOEE_01646	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01647	GENE_NLJBGOEE_01647	TRANSCRIPT_NLJBGOEE_01647	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01648	GENE_NLJBGOEE_01648	TRANSCRIPT_NLJBGOEE_01648	protein_coding	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1
NLJBGOEE_01649	GENE_NLJBGOEE_01649	TRANSCRIPT_NLJBGOEE_01649	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01650	GENE_NLJBGOEE_01650	TRANSCRIPT_NLJBGOEE_01650	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01651	GENE_NLJBGOEE_01651	TRANSCRIPT_NLJBGOEE_01651	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01652	GENE_NLJBGOEE_01652	TRANSCRIPT_NLJBGOEE_01652	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01653	GENE_NLJBGOEE_01653	TRANSCRIPT_NLJBGOEE_01653	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01654	GENE_NLJBGOEE_01654	TRANSCRIPT_NLJBGOEE_01654	protein_coding	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01655	GENE_NLJBGOEE_01655	TRANSCRIPT_NLJBGOEE_01655	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01656	GENE_NLJBGOEE_01656	TRANSCRIPT_NLJBGOEE_01656	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01657	GENE_NLJBGOEE_01657	TRANSCRIPT_NLJBGOEE_01657	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01658	GENE_NLJBGOEE_01658	TRANSCRIPT_NLJBGOEE_01658	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01659	GENE_NLJBGOEE_01659	TRANSCRIPT_NLJBGOEE_01659	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01660	GENE_NLJBGOEE_01660	TRANSCRIPT_NLJBGOEE_01660	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01661	GENE_NLJBGOEE_01661	TRANSCRIPT_NLJBGOEE_01661	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01662	GENE_NLJBGOEE_01662	TRANSCRIPT_NLJBGOEE_01662	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01663	GENE_NLJBGOEE_01663	TRANSCRIPT_NLJBGOEE_01663	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01664	GENE_NLJBGOEE_01664	TRANSCRIPT_NLJBGOEE_01664	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01671	GENE_NLJBGOEE_01671	TRANSCRIPT_NLJBGOEE_01671	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01672	GENE_NLJBGOEE_01672	TRANSCRIPT_NLJBGOEE_01672	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01673	GENE_NLJBGOEE_01673	TRANSCRIPT_NLJBGOEE_01673	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01674	GENE_NLJBGOEE_01674	TRANSCRIPT_NLJBGOEE_01674	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01675	GENE_NLJBGOEE_01675	TRANSCRIPT_NLJBGOEE_01675	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01676	GENE_NLJBGOEE_01676	TRANSCRIPT_NLJBGOEE_01676	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01677	GENE_NLJBGOEE_01677	TRANSCRIPT_NLJBGOEE_01677	protein_coding	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01678	GENE_NLJBGOEE_01678	TRANSCRIPT_NLJBGOEE_01678	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01679	GENE_NLJBGOEE_01679	TRANSCRIPT_NLJBGOEE_01679	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01680	GENE_NLJBGOEE_01680	TRANSCRIPT_NLJBGOEE_01680	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01681	GENE_NLJBGOEE_01681	TRANSCRIPT_NLJBGOEE_01681	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NLJBGOEE_01682	GENE_NLJBGOEE_01682	TRANSCRIPT_NLJBGOEE_01682	protein_coding	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01683	GENE_NLJBGOEE_01683	TRANSCRIPT_NLJBGOEE_01683	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01684	GENE_NLJBGOEE_01684	TRANSCRIPT_NLJBGOEE_01684	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01685	GENE_NLJBGOEE_01685	TRANSCRIPT_NLJBGOEE_01685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01686	GENE_NLJBGOEE_01686	TRANSCRIPT_NLJBGOEE_01686	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01687	GENE_NLJBGOEE_01687	TRANSCRIPT_NLJBGOEE_01687	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01688	GENE_NLJBGOEE_01688	TRANSCRIPT_NLJBGOEE_01688	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01689	GENE_NLJBGOEE_01689	TRANSCRIPT_NLJBGOEE_01689	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01690	GENE_NLJBGOEE_01690	TRANSCRIPT_NLJBGOEE_01690	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01691	GENE_NLJBGOEE_01691	TRANSCRIPT_NLJBGOEE_01691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01692	GENE_NLJBGOEE_01692	TRANSCRIPT_NLJBGOEE_01692	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01693	GENE_NLJBGOEE_01693	TRANSCRIPT_NLJBGOEE_01693	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
NLJBGOEE_01694	GENE_NLJBGOEE_01694	TRANSCRIPT_NLJBGOEE_01694	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01695	GENE_NLJBGOEE_01695	TRANSCRIPT_NLJBGOEE_01695	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01696	GENE_NLJBGOEE_01696	TRANSCRIPT_NLJBGOEE_01696	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01697	GENE_NLJBGOEE_01697	TRANSCRIPT_NLJBGOEE_01697	protein_coding	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01698	GENE_NLJBGOEE_01698	TRANSCRIPT_NLJBGOEE_01698	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
NLJBGOEE_01699	GENE_NLJBGOEE_01699	TRANSCRIPT_NLJBGOEE_01699	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01700	GENE_NLJBGOEE_01700	TRANSCRIPT_NLJBGOEE_01700	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01701	GENE_NLJBGOEE_01701	TRANSCRIPT_NLJBGOEE_01701	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01702	GENE_NLJBGOEE_01702	TRANSCRIPT_NLJBGOEE_01702	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01711	GENE_NLJBGOEE_01711	TRANSCRIPT_NLJBGOEE_01711	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01712	GENE_NLJBGOEE_01712	TRANSCRIPT_NLJBGOEE_01712	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01713	GENE_NLJBGOEE_01713	TRANSCRIPT_NLJBGOEE_01713	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01714	GENE_NLJBGOEE_01714	TRANSCRIPT_NLJBGOEE_01714	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01715	GENE_NLJBGOEE_01715	TRANSCRIPT_NLJBGOEE_01715	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01716	GENE_NLJBGOEE_01716	TRANSCRIPT_NLJBGOEE_01716	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NLJBGOEE_01717	GENE_NLJBGOEE_01717	TRANSCRIPT_NLJBGOEE_01717	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01718	GENE_NLJBGOEE_01718	TRANSCRIPT_NLJBGOEE_01718	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01719	GENE_NLJBGOEE_01719	TRANSCRIPT_NLJBGOEE_01719	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01720	GENE_NLJBGOEE_01720	TRANSCRIPT_NLJBGOEE_01720	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01721	GENE_NLJBGOEE_01721	TRANSCRIPT_NLJBGOEE_01721	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01722	GENE_NLJBGOEE_01722	TRANSCRIPT_NLJBGOEE_01722	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01732	GENE_NLJBGOEE_01732	TRANSCRIPT_NLJBGOEE_01732	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NLJBGOEE_01733	GENE_NLJBGOEE_01733	TRANSCRIPT_NLJBGOEE_01733	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NLJBGOEE_01734	GENE_NLJBGOEE_01734	TRANSCRIPT_NLJBGOEE_01734	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
